692,7.02081E-03
693,6.53166E-03
694,6.07841E-03
695,5.65663E-03
696,5.26292E-03
697,4.89553E-03
698,4.55309E-03
699,4.23423E-03
700,3.93762E-03
701,3.66183E-03
702,3.40499E-03
703,3.16534E-03
704,2.94135E-03
705,2.73166E-03
706,2.53521E-03
707,2.35154E-03
708,2.18022E-03
709,2.02080E-03
710,1.87275E-03
711,1.73553E-03
712,1.60853E-03
713,1.49117E-03
714,1.38284E-03
715,1.28298E-03
716,1.19095E-03
717,1.10600E-03
718,1.02738E-03
719,9.54469E-04
720,8.86702E-04
721,8.23632E-04
722,7.65007E-04
723,7.10609E-04
724,6.60216E-04
725,6.13604E-04
726,5.70529E-04
727,5.30681E-04
728,4.93763E-04
729,4.59510E-04
730,4.27686E-04
731,3.98084E-04
732,3.70520E-04
733,3.44834E-04
734,3.20879E-04
735,2.98523E-04
736,2.77659E-04
737,2.58242E-04
738,2.40229E-04
739,2.23570E-04
740,2.08205E-04
741,1.94058E-04
742,1.80989E-04
743,1.68866E-04
744,1.57575E-04
745,1.47019E-04
746,1.37125E-04
747,1.27866E-04
748,1.19222E-04
749,1.11169E-04
750,1.03683E-04
751,9.67333E-05
752,9.02810E-05
753,8.42861E-05
754,7.87125E-05
755,7.35273E-05
756,6.86999E-05
757,6.42007E-05
758,6.00024E-05
759,5.60806E-05
760,5.24134E-05
761,4.89824E-05
762,4.57769E-05
763,4.27872E-05
764,4.00035E-05
765,3.74154E-05
766,3.50108E-05
767,3.27715E-05
768,3.06796E-05
769,2.87199E-05
770,2.68791E-05
771,2.51475E-05
772,2.35233E-05
773,2.20055E-05
774,2.05920E-05
775,1.92800E-05
776,1.80647E-05
777,1.69363E-05
778,1.58851E-05
779,1.49024E-05
780,1.39810E-05
781,1.31151E-05
782,1.23018E-05
783,1.15388E-05
784,1.08237E-05
785,1.01544E-05
786,9.52815E-06
787,8.94200E-06
788,8.39289E-06
789,7.87808E-06
790,7.39506E-06
791,6.94168E-06
792,6.51642E-06
793,6.11793E-06
794,5.74485E-06
795,5.39586E-06
796,5.06959E-06
797,4.76451E-06
798,4.47912E-06
799,4.21206E-06
800,3.96203E-06
801,3.72782E-06
802,3.50803E-06
803,3.30139E-06
804,3.10675E-06
805,2.92311E-06
806,2.74968E-06
807,2.58614E-06
808,2.43225E-06
809,2.28772E-06
810,2.15221E-06
811,2.02536E-06
812,1.90662E-06
813,1.79545E-06
814,1.69135E-06
815,1.59386E-06
816,1.50250E-06
817,1.41677E-06
818,1.33619E-06
819,1.26031E-06
820,1.18876E-06
821,1.12122E-06
822,1.05747E-06
823,9.97357E-07
824,9.40702E-07
825,8.87338E-07
826,8.37105E-07
827,7.89843E-07
828,7.45399E-07
829,7.03624E-07
830,6.64376E-07
