390,4.12756E-04
391,5.00670E-04
392,6.06009E-04
393,7.31611E-04
394,8.80558E-04
395,1.05612E-03
396,1.26169E-03
397,1.50063E-03
398,1.77615E-03
399,2.09110E-03
400,2.44770E-03
401,2.84784E-03
402,3.29501E-03
403,3.79381E-03
404,4.34976E-03
405,4.96958E-03
406,5.66002E-03
407,6.42219E-03
408,7.25317E-03
409,8.14637E-03
410,9.09091E-03
411,1.00740E-02
412,1.10915E-02
413,1.21433E-02
414,1.32313E-02
415,1.43599E-02
416,1.55327E-02
417,1.67419E-02
418,1.79743E-02
419,1.92141E-02
420,2.04430E-02
421,2.16457E-02
422,2.28292E-02
423,2.40104E-02
424,2.52108E-02
425,2.64573E-02
426,2.77751E-02
427,2.91675E-02
428,3.06311E-02
429,3.21611E-02
430,3.37516E-02
431,3.53964E-02
432,3.70923E-02
433,3.88364E-02
434,4.06249E-02
435,4.24528E-02
436,4.43113E-02
437,4.61787E-02
438,4.80273E-02
439,4.98256E-02
440,5.15395E-02
441,5.31424E-02
442,5.46509E-02
443,5.60963E-02
444,5.75149E-02
445,5.89468E-02
446,6.04258E-02
447,6.19447E-02
448,6.34843E-02
449,6.50232E-02
450,6.65381E-02
451,6.80159E-02
452,6.94932E-02
453,7.10225E-02
454,7.26612E-02
455,7.44724E-02
456,7.65168E-02
457,7.88274E-02
458,8.14325E-02
459,8.43643E-02
460,8.76599E-02
461,9.13471E-02
462,9.53965E-02
463,9.97551E-02
464,1.04358E-01
465,1.09126E-01
466,1.13977E-01
467,1.18877E-01
468,1.23802E-01
469,1.28726E-01
470,1.33622E-01
471,1.38466E-01
472,1.43271E-01
473,1.48063E-01
474,1.52872E-01
475,1.57734E-01
476,1.62683E-01
477,1.67729E-01
478,1.72875E-01
479,1.78124E-01
480,1.83480E-01
481,1.88946E-01
482,1.94507E-01
483,2.00147E-01
484,2.05847E-01
485,2.11584E-01
486,2.17360E-01
487,2.23281E-01
488,2.29489E-01
489,2.36143E-01
490,2.43420E-01
491,2.51478E-01
492,2.60325E-01
493,2.69922E-01
494,2.80227E-01
495,2.91183E-01
496,3.02739E-01
497,3.14901E-01
498,3.27688E-01
499,3.41120E-01
500,3.55216E-01
501,3.69989E-01
502,3.85429E-01
503,4.01514E-01
504,4.18215E-01
505,4.35496E-01
506,4.53314E-01
507,4.71629E-01
508,4.90396E-01
509,5.09562E-01
510,5.29068E-01
511,5.48848E-01
512,5.68858E-01
513,5.89052E-01
514,6.09381E-01
515,6.29792E-01
516,6.50204E-01
517,6.70429E-01
518,6.90238E-01
519,7.09382E-01
520,7.27593E-01
521,7.44658E-01
522,7.60647E-01
523,7.75720E-01
524,7.90060E-01
525,8.03871E-01
526,8.17321E-01
527,8.30369E-01
528,8.42919E-01
529,8.54868E-01
530,8.66113E-01
531,8.76598E-01
532,8.86476E-01
533,8.95962E-01
534,9.05281E-01
535,9.14672E-01
536,9.24295E-01
537,9.33979E-01
538,9.43457E-01
539,9.52451E-01
540,9.60675E-01
541,9.67880E-01
542,9.74011E-01
543,9.79063E-01
544,9.83036E-01
545,9.85933E-01
546,9.87816E-01
547,9.88975E-01
548,9.89759E-01
549,9.90518E-01
550,9.91604E-01
551,9.93256E-01
552,9.95249E-01
553,9.97244E-01
554,9.98898E-01
555,9.99867E-01
556,9.99906E-01
557,9.99158E-01
558,9.97864E-01
559,9.96264E-01
560,9.94596E-01
561,9.93029E-01
562,9.91473E-01
563,9.89774E-01
564,9.87781E-01
565,9.85346E-01
566,9.82355E-01
567,9.78815E-01
568,9.74761E-01
569,9.70228E-01
570,9.65252E-01
571,9.59835E-01
572,9.53866E-01
573,9.47209E-01
574,9.39734E-01
575,9.31320E-01
576,9.21942E-01
577,9.11933E-01
578,9.01705E-01
579,8.91652E-01
580,8.82150E-01
581,8.73448E-01
582,8.65332E-01
583,8.57478E-01
584,8.49574E-01
585,8.41313E-01
586,8.32458E-01
587,8.23006E-01
588,8.13017E-01
589,8.02553E-01
590,7.91676E-01
591,7.80445E-01
592,7.68897E-01
593,7.57063E-01
594,7.44969E-01
595,7.32643E-01
596,7.20111E-01
597,7.07417E-01
598,6.94603E-01
599,6.81714E-01
600,6.68792E-01
601,6.55863E-01
602,6.42898E-01
603,6.29856E-01
604,6.16697E-01
605,6.03383E-01
606,5.89896E-01
607,5.76277E-01
608,5.62580E-01
609,5.48857E-01
610,5.35157E-01
611,5.21516E-01
612,5.07937E-01
613,4.94417E-01
614,4.80954E-01
615,4.67546E-01
616,4.54205E-01
617,4.40985E-01
618,4.27948E-01
619,4.15148E-01
620,4.02633E-01
621,3.90421E-01
622,3.78415E-01
623,3.66501E-01
624,3.54579E-01
625,3.42562E-01
626,3.30407E-01
627,3.18200E-01
628,3.06052E-01
629,2.94060E-01
630,2.82310E-01
631,2.70870E-01
632,2.59758E-01
633,2.48986E-01
634,2.38558E-01
635,2.28481E-01
636,2.18755E-01
637,2.09383E-01
638,2.00365E-01
639,1.91699E-01
640,1.83383E-01
641,1.75405E-01
642,1.67710E-01
643,1.60243E-01
644,1.52956E-01
645,1.45807E-01
646,1.38774E-01
647,1.31880E-01
648,1.25158E-01
649,1.18633E-01
650,1.12327E-01
651,1.06258E-01
652,1.00434E-01
653,9.48602E-02
654,8.95401E-02
655,8.44738E-02
656,7.96586E-02
657,7.50850E-02
658,7.07424E-02
659,6.66206E-02
660,6.27099E-02
661,5.90010E-02
662,5.54863E-02
663,5.21580E-02
664,4.90086E-02
665,4.60308E-02
666,4.32167E-02
667,4.05579E-02
668,3.80460E-02
669,3.56731E-02
670,3.34321E-02
671,3.13161E-02
672,2.93187E-02
673,2.74341E-02
674,2.56565E-02
675,2.39806E-02
676,2.24014E-02
677,2.09147E-02
678,1.95167E-02
679,1.82034E-02
680,1.69708E-02
681,1.58146E-02
682,1.47289E-02
683,1.37078E-02
684,1.27466E-02
685,1.18407E-02
686,1.09875E-02
687,1.01888E-02
688,9.44596E-03
689,8.75942E-03
690,8.12855E-03
691,7.55106E-03
